"PROBEID","SYMBOL","GENENAME"
"231306_at","LYZL4","lysozyme like 4"
"231307_at","PAGE5","PAGE family member 5"
"231307_at","LOC100421746","PAGE family member 5 pseudogene"
"231310_at","TRIM71","tripartite motif containing 71"
"231312_at","LOC101928487","uncharacterized LOC101928487"
"231313_at","LRRC8C-DT","LRRC8C divergent transcript"
"231318_at","DNM1P46","dynamin 1 pseudogene 46"
"231325_at","UNC5D","unc-5 netrin receptor D"
"231328_s_at","RASGRP4","RAS guanyl releasing protein 4"
"231330_at","LINC00445","long intergenic non-protein coding RNA 445"
"231333_at","LINC01723","long intergenic non-protein coding RNA 1723"
"231334_at","MAPK8IP3-AS1","MAPK8IP3 antisense RNA 1"
"231335_at","MS4A6E","membrane spanning 4-domains A6E"
"231339_at","TSPYL6","TSPY like 6"
"231341_at","SLC35D3","solute carrier family 35 member D3"
"231344_at","LOC105371600","uncharacterized LOC105371600"
"231347_at","LINC02502","long intergenic non-protein coding RNA 2502"
"231349_at","GPR150","G protein-coupled receptor 150"
"231350_at","LINC01350","long intergenic non-protein coding RNA 1350"
"231354_at","LOC780529","uncharacterized LOC780529"
"231355_at","CACNG8","calcium voltage-gated channel auxiliary subunit gamma 8"
"231356_at","LOC105372217","uncharacterized LOC105372217"
"231357_at","CLEC12B","C-type lectin domain family 12 member B"
"231360_at","C20orf141","chromosome 20 open reading frame 141"
"231363_at","LELP1","late cornified envelope like proline rich 1"
"231365_at","HOXA10-AS","HOXA10 antisense RNA"
"231368_at","BOD1L2","biorientation of chromosomes in cell division 1 like 2"
"231371_at","TDRD10","tudor domain containing 10"
"231373_at","RNF133","ring finger protein 133"
"231376_at","UPP2","uridine phosphorylase 2"
"231377_at","CXorf65","chromosome X open reading frame 65"
"231378_at","IKBKB-DT","IKBKB divergent transcript"
"231379_at","LOC100507560","uncharacterized LOC100507560"
"231381_at","ESRG","embryonic stem cell related"
"231385_at","DPPA3","developmental pluripotency associated 3"
"231386_at","FAM228A","family with sequence similarity 228 member A"
"231389_at","DNAAF6","dynein axonemal assembly factor 6"
"231391_at","CTXN3","cortexin 3"
"231397_at","PLPPR5","phospholipid phosphatase related 5"
"231402_at","FAM131B-AS2","FAM131B antisense RNA 2"
"231405_at","SPACA7","sperm acrosome associated 7"
"231408_at","TMEM92","transmembrane protein 92"
"231412_at","PARAIL","palmitic acid regulated anti-inflammatory lncRNA"
"231414_at","LOC100505555","uncharacterized LOC100505555"
"231416_at","DHDH","dihydrodiol dehydrogenase"
"231420_at","GGN","gametogenetin"
"231421_at","LINC00710","long intergenic non-protein coding RNA 710"
"231425_at","PLCZ1","phospholipase C zeta 1"
"231427_at","LINC01686","long intergenic non-protein coding RNA 1686"
"231429_at","LOC105374836","uncharacterized LOC105374836"
"231433_at","LOC100506929","uncharacterized LOC100506929"
"231434_at","ZNF475","zinc finger protein 475"
"231436_at","RYR3-DT","RYR3 divergent transcript"
"231440_at","LINC00943","long intergenic non-protein coding RNA 943"
"231441_at","TEX47","testis expressed 47"
"231442_at","ZPBP2","zona pellucida binding protein 2"
"231443_at","ELFN1-AS1","ELFN1 antisense RNA 1"
"231444_at","MIR7515HG","MIR7515 host gene"
"231444_at","LINC01246","long intergenic non-protein coding RNA 1246"
"231446_at","LINC02366","long intergenic non-protein coding RNA 2366"
"231447_at","LINC00851","long intergenic non-protein coding RNA 851"
"231448_at","ADAD1","adenosine deaminase domain containing 1"
"231453_at","CFAP97D1","CFAP97 domain containing 1"
"231455_at","LINC00487","long intergenic non-protein coding RNA 487"
"231458_at","LINC00658","long intergenic non-protein coding RNA 658"
"231459_at","LOC101927839","uncharacterized LOC101927839"
"231461_at","KRT71","keratin 71"
"231462_at","TMEM114","transmembrane protein 114"
"231463_at","CNTD1","cyclin N-terminal domain containing 1"
"231466_at","GARIN1B","golgi associated RAB2 interactor 1B"
"231469_at","NTRK3-AS1","NTRK3 antisense RNA 1"
"231472_at","FBXO15","F-box protein 15"
"231473_at","LINC02349","long intergenic non-protein coding RNA 2349"
"231474_at","KHDC3L","KH domain containing 3 like, subcortical maternal complex member"
"231475_at","TBC1D21","TBC1 domain family member 21"
"231481_at","CCNB3","cyclin B3"
"231483_at","LOC100505985","uncharacterized LOC100505985"
"231485_at","SLIT1-AS1","SLIT1 antisense RNA 1"
"231487_at","COX8C","cytochrome c oxidase subunit 8C"
"231491_at","LINC00113","long intergenic non-protein coding RNA 113"
"231492_at","LINC01523","long intergenic non-protein coding RNA 1523"
"231496_at","FCAMR","Fc alpha and mu receptor"
"231497_at","ZBTB20-AS1","ZBTB20 antisense RNA 1"
"231501_at","LINC03024","long intergenic non-protein coding RNA 3024"
"231512_at","ATP13A4-AS1","ATP13A4 antisense RNA 1"
"231514_at","C1orf94","chromosome 1 open reading frame 94"
"231516_at","LOC105371038","uncharacterized LOC105371038"
"231517_at","ZYG11A","zyg-11 family member A, cell cycle regulator"
"231518_at","LINC00922","long intergenic non-protein coding RNA 922"
"231522_at","C20orf144","chromosome 20 open reading frame 144"
"231525_at","IQCF5","IQ motif containing F5"
"231531_at","FANCD2OS","FANCD2 opposite strand"
"231540_at","LOC100130691","Putative uncharacterized protein FLJ44553"
"231541_s_at","SPAG5-AS1","SPAG5 antisense RNA 1"
"231549_at","CFAP107","cilia and flagella associated protein 107"
"231551_at","TEX46","testis expressed 46"
"231554_at","TPD52L3","TPD52 like 3"
"231563_at","LINC02805","long intergenic non-protein coding RNA 2805"
"231565_at","CFAP299","cilia and flagella associated protein 299"
"231566_at","NOXRED1","NADP dependent oxidoreductase domain containing 1"
"231567_s_at","CCDC62","coiled-coil domain containing 62"
"231568_at","CT47A11","cancer/testis antigen family 47 member A11"
"231568_at","CT47A7","cancer/testis antigen family 47 member A7"
"231568_at","CT47A10","cancer/testis antigen family 47 member A10"
"231568_at","CT47A9","cancer/testis antigen family 47 member A9"
"231568_at","CT47A8","cancer/testis antigen family 47 member A8"
"231568_at","CT47A6","cancer/testis antigen family 47 member A6"
"231568_at","CT47A5","cancer/testis antigen family 47 member A5"
"231568_at","CT47A4","cancer/testis antigen family 47 member A4"
"231568_at","CT47A3","cancer/testis antigen family 47 member A3"
"231568_at","CT47A2","cancer/testis antigen family 47 member A2"
"231568_at","CT47A1","cancer/testis antigen family 47 member A1"
"231568_at","CT47A12","cancer/testis antigen family 47 member A12"
"231569_at","TMEM31","transmembrane protein 31"
"231570_at","SAXO1","stabilizer of axonemal microtubules 1"
"231571_at","LINC01015","long intergenic non-protein coding RNA 1015"
"231572_at","PRSS37","serine protease 37"
"231573_at","FATE1","fetal and adult testis expressed 1"
"231580_at","LINC01082","long intergenic non-protein coding RNA 1082"
"231582_at","CDHR3","cadherin related family member 3"
"231586_at","SPATA42","spermatogenesis associated 42"
"231589_at","HSFX4","heat shock transcription factor family, X-linked member 4"
"231589_at","HSFX3","heat shock transcription factor family, X-linked member 3"
"231591_at","DMGDH","dimethylglycine dehydrogenase"
"231592_at","TSIX","TSIX transcript, XIST antisense RNA"
"231593_at","LOC105371508","uncharacterized LOC105371508"
"231595_at","IRAG1-AS1","IRAG1 antisense RNA 1"
"231602_at","PRRX2-AS1","PRRX2 antisense RNA 1"
"231603_at","RNASE11","ribonuclease A family member 11 (inactive)"
"231607_at","LINC02853","long intergenic non-protein coding RNA 2853"
"231609_at","SPMIP5","sperm microtubule inner protein 5"
"231611_at","LOC105372640","uncharacterized LOC105372640"
"231612_at","CABS1","calcium binding protein, spermatid associated 1"
"231617_at","CIMIP4","ciliary microtubule inner protein 4"
"231618_s_at","SUN3","Sad1 and UNC84 domain containing 3"
"231620_at","ADAM7-AS2","ADAM7 antisense RNA 2"
"231622_at","ASB17","ankyrin repeat and SOCS box containing 17"
"231623_at","TMEM174","transmembrane protein 174"
"231625_at","SLC22A9","solute carrier family 22 member 9"
"231627_at","LINC00919","long intergenic non-protein coding RNA 919"
"231632_at","ERICH4","glutamate rich 4"
"231637_at","LINC02992","long intergenic non-protein coding RNA 2992"
"231638_at","PRSS30P","serine protease 30, pseudogene"
"231642_at","TEX56P","testis expressed 56, pseudogene"
"231646_at","MUCL3","mucin like 3"
"231653_at","ITPRID1","ITPR interacting domain containing 1"
"231661_at","REG3G","regenerating family member 3 gamma"
"231673_at","RARB-AS1","RARB antisense RNA 1"
"231677_at","LOC105377924","uncharacterized LOC105377924"
"231687_at","ERICH3-AS1","ERICH3 antisense RNA 1"
"231691_at","C3P1","complement component 3 precursor pseudogene"
"231694_at","APOA1-AS","APOA1 antisense RNA"
"231712_at","ASCL5","achaete-scute family bHLH transcription factor 5"
"231714_s_at","AP4B1","adaptor related protein complex 4 subunit beta 1"
"231722_at","CASP14","caspase 14"
"231725_at","PCDHB2","protocadherin beta 2"
"231726_at","PCDHB14","protocadherin beta 14"
"231731_at","OTX2","orthodenticle homeobox 2"
"231733_at","CARD18","caspase recruitment domain family member 18"
"231734_at","RBP2","retinol binding protein 2"
"231738_at","PCDHB7","protocadherin beta 7"
"231740_at","KCNJ11","potassium inwardly rectifying channel subfamily J member 11"
"231745_at","GPR55","G protein-coupled receptor 55"
"231746_at","MIXL1","Mix paired-like homeobox"
"231748_at","ULBP3","UL16 binding protein 3"
"231750_at","PCDHB4","protocadherin beta 4"
"231751_at","ABCG8","ATP binding cassette subfamily G member 8"
"231752_at","NPBWR1","neuropeptides B and W receptor 1"
"231756_at","ZP4","zona pellucida glycoprotein 4"
"231757_at","TAS2R5","taste 2 receptor member 5"
"231758_at","PRM3","protamine 3"
"231760_at","LINC00029","long intergenic non-protein coding RNA 29"
"231762_at","FGF10","fibroblast growth factor 10"
"231764_at","CHRAC1","chromatin accessibility complex subunit 1"
"231767_at","HOXB4","homeobox B4"
"231768_at","USF1","upstream transcription factor 1"
"231769_at","FBXO6","F-box protein 6"
"231771_at","GJB6","gap junction protein beta 6"
"231772_x_at","CENPH","centromere protein H"
"231776_at","EOMES","eomesodermin"
"231777_at","LY6G5B","lymphocyte antigen 6 family member G5B"
"231778_at","DLX3","distal-less homeobox 3"
"231780_at","GBGT1","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"
"231783_at","CHRM1","cholinergic receptor muscarinic 1"
"231785_at","NTF4","neurotrophin 4"
"231786_at","HOXA13","homeobox A13"
"231789_at","PCDHB15","protocadherin beta 15"
"231792_at","MYLK2","myosin light chain kinase 2"
"231798_at","NOG","noggin"
"231800_s_at","DMRT3","doublesex and mab-3 related transcription factor 3"
"231802_at","CLEC3A","C-type lectin domain family 3 member A"
"231805_at","PRLHR","prolactin releasing hormone receptor"
"231810_at","THRIL","TNF and HNRNPL related immunoregulatory long non-coding RNA"
"231811_at","WASH5P","WASP family homolog 5, pseudogene"
"231812_x_at","PHAX","phosphorylated adaptor for RNA export"
"231815_at","PHF12","PHD finger protein 12"
"231821_x_at","LOC729218","uncharacterized LOC729218"
"231821_x_at","LINC01061","long intergenic non-protein coding RNA 1061"
"231831_at","COX19","cytochrome c oxidase assembly factor COX19"
"231835_at","PRXL2B","peroxiredoxin like 2B"
"231843_at","DDX55","DEAD-box helicase 55"
"231849_at","KRT80","keratin 80"
"231858_x_at","AP5B1","adaptor related protein complex 5 subunit beta 1"
"231867_at","TENM2","teneurin transmembrane protein 2"
"231868_at","HOMEZ","homeobox and leucine zipper encoding"
"231869_at","KIAA1586","KIAA1586"
"231872_at","LRRCC1","leucine rich repeat and coiled-coil centrosomal protein 1"
"231883_at","FBXW8","F-box and WD repeat domain containing 8"
"231887_s_at","PALD1","phosphatase domain containing paladin 1"
"231895_at","SASS6","SAS-6 centriolar assembly protein"
"231898_x_at","SOX2-OT","SOX2 overlapping transcript"
"231901_at","TIMM29","translocase of inner mitochondrial membrane 29"
"231905_at","C20orf96","chromosome 20 open reading frame 96"
"231906_at","HOXD8","homeobox D8"
"231910_at","NUDT14","nudix hydrolase 14"
"231911_at","ERMN","ermin"
"231915_at","ZSWIM4","zinc finger SWIM-type containing 4"
"231924_at","LINC00958","long intergenic non-protein coding RNA 958"
"231936_at","HOXC9","homeobox C9"
"231943_at","ZFP28","ZFP28 zinc finger protein"
"231950_at","ZNF658","zinc finger protein 658"
"231954_at","MIR4453HG","MIR4453 host gene"
"231963_at","ANKRD33B","ankyrin repeat domain 33B"
"231980_at","DOK6","docking protein 6"
"231982_at","SMIM24","small integral membrane protein 24"
"231988_x_at","ZNF490","zinc finger protein 490"
"232000_at","TTC39B","tetratricopeptide repeat domain 39B"
"232003_at","PNMA8B","PNMA family member 8B"
"232010_at","FSTL5","follistatin like 5"
"232014_at","ZNF30","zinc finger protein 30"
"232018_at","LENG1","leukocyte receptor cluster member 1"
"232019_at","ZKSCAN2","zinc finger with KRAB and SCAN domains 2"
"232024_at","GIMAP2","GTPase, IMAP family member 2"
"232039_at","MAP10","microtubule associated protein 10"
"232051_at","CCDC102A","coiled-coil domain containing 102A"
"232054_at","PCDH20","protocadherin 20"
"232059_at","DSCAML1","DS cell adhesion molecule like 1"
"232066_x_at","CTBP1-DT","CTBP1 divergent transcript"
"232069_at","KIF26A","kinesin family member 26A"
"232070_at","LOC100506639","uncharacterized LOC100506639"
"232074_at","PRSS27","serine protease 27"
"232080_at","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"232087_at","BCLAF3","BCLAF1 and THRAP3 family member 3"
"232090_at","DNM3OS","DNM3 opposite strand/antisense RNA"
"232092_at","SLC25A51","solute carrier family 25 member 51"
"232096_x_at","FOXP1-IT1","FOXP1 intronic transcript 1"
"232099_at","PCDHB16","protocadherin beta 16"
"232105_at","BLACAT1","BLACAT1 overlapping LEMD1 locus"
"232111_at","TUNAR","TCL1 upstream neural differentiation-associated RNA"
"232116_at","GRHL3","grainyhead like transcription factor 3"
"232124_at","GASK1A","golgi associated kinase 1A"
"232131_at","LINC00933","long intergenic non-protein coding RNA 933"
"232136_s_at","CTTNBP2","cortactin binding protein 2"
"232137_at","ZNF616","zinc finger protein 616"
"232139_s_at","MFSD4B","major facilitator superfamily domain containing 4B"
"232140_at","FRG1HP","FSHD region gene 1 family member H, pseudogene"
"232143_at","DNM1P41","dynamin 1 pseudogene 41"
"232147_at","SLX4","SLX4 structure-specific endonuclease subunit"
"232154_at","ADM5","adrenomedullin 5 (putative)"
"232157_at","SPRY3","sprouty RTK signaling antagonist 3"
"232158_x_at","NIPAL1","NIPA like domain containing 1"
"232166_at","CEP126","centrosomal protein 126"
"232170_at","S100A7A","S100 calcium binding protein A7A"
"232172_at","CD99P1","CD99 molecule pseudogene 1"
"232173_at","CLEC2L","C-type lectin domain family 2 member L"
"232176_at","SLITRK6","SLIT and NTRK like family member 6"
"232185_at","MROH8","maestro heat like repeat family member 8"
"232190_x_at","TNFRSF14-AS1","TNFRSF14 antisense RNA 1"
"232191_at","ERVH48-1","endogenous retrovirus group 48 member 1, envelope"
"232195_at","GPR158","G protein-coupled receptor 158"
"232196_at","LCA5L","lebercilin LCA5 like"
"232201_at","NKD2","NKD inhibitor of WNT signaling pathway 2"
"232208_at","ISLR2","immunoglobulin superfamily containing leucine rich repeat 2"
"232214_x_at","ZNF554","zinc finger protein 554"
"232226_at","LRRC4C","leucine rich repeat containing 4C"
"232227_at","LNCEGFL7OS","lncRNA EGFL7 opposite strand"
"232228_at","ZNF530","zinc finger protein 530"
"232232_s_at","SLC22A16","solute carrier family 22 member 16"
"232235_at","DSEL","dermatan sulfate epimerase like"
"232237_at","MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1"
"232239_at","LINC00865","long intergenic non-protein coding RNA 865"
"232242_at","PTPRG-AS1","PTPRG antisense RNA 1"
"232248_at","LOC100652768","uncharacterized LOC100652768"
"232252_at","STYXL2","serine/threonine/tyrosine interacting like 2"
"232259_s_at","ZBTB11-AS1","ZBTB11 antisense RNA 1"
"232261_at","PNISR-AS1","PNISR antisense RNA 1"
"232267_at","ADGRD1","adhesion G protein-coupled receptor D1"
"232272_at","ZNF624","zinc finger protein 624"
"232283_at","LYSMD1","LysM domain containing 1"
"232284_at","PSMD6-AS2","PSMD6 antisense RNA 2"
"232287_at","PGBD3","piggyBac transposable element derived 3"
"232291_at","MIR18A","microRNA 18a"
"232291_at","MIR19A","microRNA 19a"
"232291_at","MIR19B1","microRNA 19b-1"
"232291_at","MIR20A","microRNA 20a"
"232291_at","MIR92A1","microRNA 92a-1"
"232291_at","MIR17HG","miR-17-92a-1 cluster host gene"
"232293_at","LCORL","ligand dependent nuclear receptor corepressor like"
"232294_at","TMEM254-AS1","TMEM254 antisense RNA 1"
"232298_at","MBNL1-AS1","MBNL1 antisense RNA 1"
"232300_at","ADIRF-AS1","ADIRF antisense RNA 1"
"232306_at","CDH26","cadherin 26"
"232310_at","MIATNB","MIAT neighbor"
"232313_at","TMEM132C","transmembrane protein 132C"
"232315_at","ZNF880","zinc finger protein 880"
"232318_s_at","NRAD1","non-coding RNA in the aldehyde dehydrogenase 1A pathway"
"232320_at","KIAA1614-AS1","KIAA1614 antisense RNA 1"
"232321_at","MUC17","mucin 17, cell surface associated"
"232327_at","THSD7B","thrombospondin type 1 domain containing 7B"
"232332_at","KIAA1210","KIAA1210"
"232335_at","GMDS-DT","GMDS divergent transcript"
"232336_at","ZSWIM5","zinc finger SWIM-type containing 5"
"232338_at","ZNF431","zinc finger protein 431"
"232352_at","ISL2","ISL LIM homeobox 2"
"232355_at","SNORD114-3","small nucleolar RNA, C/D box 114-3"
"232357_at","TTLL9","tubulin tyrosine ligase like 9"
"232368_at","TRAPPC3L","trafficking protein particle complex subunit 3L"
"232373_at","NOXA1","NADPH oxidase activator 1"
"232377_at","NXPH1","neurexophilin 1"
"232381_s_at","DNAH5","dynein axonemal heavy chain 5"
"232384_s_at","LOC101927272","uncharacterized LOC101927272"
"232391_at","ZNF461","zinc finger protein 461"
"232394_at","ATP2C2-AS1","ATP2C2 antisense RNA 1"
"232397_at","HECW2-AS1","HECW2 antisense RNA 1"
"232399_at","DCLK3","doublecortin like kinase 3"
"232404_at","SHROOM4","shroom family member 4"
"232420_x_at","MAN1B1-DT","MAN1B1 divergent transcript"
"232430_at","LOC148696","uncharacterized LOC148696"
"232434_at","DIRC3","disrupted in renal carcinoma 3"
"232443_at","LOC441052","uncharacterized LOC441052"
"232446_at","TENM3-AS1","TENM3 antisense RNA 1"
"232448_at","LINC00543","long intergenic non-protein coding RNA 543"
"232449_at","BCO2","beta-carotene oxygenase 2"
"232452_at","GCSAML-AS1","GCSAML antisense RNA 1"
"232456_at","C10orf71","chromosome 10 open reading frame 71"
"232462_s_at","A1BG-AS1","A1BG antisense RNA 1"
"232463_at","LINC00685","long intergenic non-protein coding RNA 685"
"232469_x_at","SSBP3-AS1","SSBP3 antisense RNA 1"
"232478_at","MIR181A2HG","MIR181A2 host gene"
"232486_at","LRFN1","leucine rich repeat and fibronectin type III domain containing 1"
"232492_at","BVES-AS1","BVES antisense RNA 1"
"232494_at","CYP8B1","cytochrome P450 family 8 subfamily B member 1"
"232502_at","CC2D2B","coiled-coil and C2 domain containing 2B"
"232504_at","MIR3142HG","MIR3142 host gene"
"232513_x_at","FAM209B","family with sequence similarity 209 member B"
"232514_at","KIF27","kinesin family member 27"
"232532_at","QRICH2","glutamine rich 2"
"232545_at","FBXL9P","F-box and leucine rich repeat protein, pseudogene"
"232549_at","RBM11","RNA binding motif protein 11"
"232554_at","LRRC56","leucine rich repeat containing 56"
"232557_at","UBAP1L","ubiquitin associated protein 1 like"
"232563_at","ZNF684","zinc finger protein 684"
"232570_s_at","ADAM33","ADAM metallopeptidase domain 33"
"232571_at","CAPN10-DT","CAPN10 divergent transcript"
"232572_at","PCA3","prostate cancer associated 3"
"232579_at","KDM7A-DT","KDM7A divergent transcript"
"232586_x_at","XNDC1N","XRCC1 N-terminal domain containing 1, N-terminal like"
"232593_at","NEURL3","neuralized E3 ubiquitin protein ligase 3"
"232594_at","HSBP1L1","heat shock factor binding protein 1 like 1"
"232598_at","NUP210L","nucleoporin 210 like"
"232602_at","WFDC3","WAP four-disulfide core domain 3"
"232603_at","DCDC1","doublecortin domain containing 1"
"232604_at","ZNF541","zinc finger protein 541"
"232605_s_at","SPART-AS1","SPART antisense RNA 1"
"232609_at","CRB3","crumbs cell polarity complex component 3"
"232616_at","LOC100129935","galectin 14 pseudogene"
"232619_at","ACTL10","actin like 10"
"232620_at","WDR93","WD repeat domain 93"
"232629_at","PROK2","prokineticin 2"
"232638_at","COL20A1","collagen type XX alpha 1 chain"
"232639_at","EFCAB12","EF-hand calcium binding domain 12"
"232641_at","ZNF596","zinc finger protein 596"
"232645_at","ANXA2R-AS1","ANXA2R antisense RNA 1"
"232647_at","PROCA1","protein interacting with cyclin A1"
"232664_at","LINC00954","long intergenic non-protein coding RNA 954"
"232671_at","SLFNL1-AS1","SLFNL1 antisense RNA 1"
"232672_x_at","SLC24A5","solute carrier family 24 member 5"
"232674_at","UCN2","urocortin 2"
"232680_at","HDGFL1","HDGF like 1"
"232684_at","ZNF503-AS1","ZNF503 antisense RNA 1"
"232686_at","SIGLEC17P","sialic acid binding Ig like lectin 17, pseudogene"
"232692_at","TDRD6","tudor domain containing 6"
"232697_at","LRFN2","leucine rich repeat and fibronectin type III domain containing 2"
"232698_at","BPIFB2","BPI fold containing family B member 2"
"232707_at","ISX","intestine specific homeobox"
"232718_at","LINC00589","long intergenic non-protein coding RNA 589"
"232720_at","LINGO2","leucine rich repeat and Ig domain containing 2"
"232721_at","TRIM55","tripartite motif containing 55"
"232732_at","LOC100652999","uncharacterized LOC100652999"
"232735_at","ANKRD34A","ankyrin repeat domain 34A"
"232738_at","CCSER1","coiled-coil serine rich protein 1"
"232752_at","LOXL1-AS1","LOXL1 antisense RNA 1"
"232761_at","COX4I2","cytochrome c oxidase subunit 4I2"
"232765_x_at","SLC22A31","solute carrier family 22 member 31"
"232766_at","BANF2","BANF family member 2"
"232774_x_at","ZIK1","zinc finger protein interacting with K protein 1"
"232780_s_at","ZNF691","zinc finger protein 691"
"232785_at","RTL9","retrotransposon Gag like 9"
"232790_at","RNASEH1-DT","RNASEH1 divergent transcript"
"232799_at","CMKLR2-AS","CMKLR2 antisense RNA"
"232802_at","SYT8","synaptotagmin 8"
"232804_at","LINC01426","long intergenic non-protein coding RNA 1426"
"232813_s_at","GOLGA6D","golgin A6 family member D"
"232820_s_at","GTSF1L","gametocyte specific factor 1 like"
"232822_x_at","LINC00629","long intergenic non-protein coding RNA 629"
"232827_at","ITPR3-AS1","ITPR3 antisense RNA 1"
"232828_at","NALCN-AS1","NALCN antisense RNA 1"
"232829_at","OR52K3P","olfactory receptor family 52 subfamily K member 3 pseudogene"
"232832_at","LOC93429","uncharacterized LOC93429"
"232836_at","LINC00687","long intergenic non-protein coding RNA 687"
"232839_at","STK24-AS1","STK24 antisense RNA 1"
"232848_at","MIR4500HG","MIR4500 host gene"
"232856_at","LRRC55","leucine rich repeat containing 55"
"232863_at","ZNF815P","zinc finger protein 815, pseudogene"
"232863_at","ZNF890P","zinc finger protein 890, pseudogene"
"232878_at","NR2F2-AS1","NR2F2 antisense RNA 1"
"232881_at","GNAS-AS1","GNAS antisense RNA 1"
"232887_at","PIRT","phosphoinositide interacting regulator of transient receptor potential channels"
"232888_at","ISM1","isthmin 1"
"232891_at","SIRPD","signal regulatory protein delta"
"232892_at","MIR1-1HG","MIR1-1 host gene"
"232899_at","RPL23AP82","ribosomal protein L23a pseudogene 82"
"232899_at","LOC101930129","uncharacterized LOC101930129"
"232900_at","HERC2P7","HERC2 pseudogene 7"
"232911_at","ZFP14","ZFP14 zinc finger protein"
"232926_x_at","ANKRD19P","ankyrin repeat domain 19, pseudogene"
"232936_at","KCNA7","potassium voltage-gated channel subfamily A member 7"
"232953_at","LINC01881","long intergenic non-protein coding RNA 1881"
"232953_at","LINC01347","long intergenic non-protein coding RNA 1347"
"232953_at","LINC02193","long intergenic non-protein coding RNA 2193"
"232953_at","LOC105376332","uncharacterized LOC105376332"
"232964_at","SPDYE1","speedy/RINGO cell cycle regulator family member E1"
"232965_at","DPY19L3-DT","DPY19L3 divergent transcript"
"232966_at","LPIN3","lipin 3"
"232968_at","FANK1","fibronectin type III and ankyrin repeat domains 1"
"232972_at","PRR29","proline rich 29"
"232976_at","SNORD116-20","small nucleolar RNA, C/D box 116-20"
"232996_at","CCDC120","coiled-coil domain containing 120"
"233000_x_at","DPH3P1","diphthamide biosynthesis 3 pseudogene 1"
"233016_at","LOC101929305","uncharacterized LOC101929305"
"233038_at","LOC105373942","uncharacterized LOC105373942"
"233047_at","FRMD7","FERM domain containing 7"
"233048_at","LOC105378289","uncharacterized LOC105378289"
"233048_at","LOC105378410","uncharacterized LOC105378410"
"233051_at","SLITRK2","SLIT and NTRK like family member 2"
"233052_at","DNAH8","dynein axonemal heavy chain 8"
"233071_at","RSPH4A","radial spoke head component 4A"
"233072_at","NTNG2","netrin G2"
"233074_at","LOC100421494","microtubule affinity regulating kinase 2 pseudogene"
"233076_at","JAKMIP3","Janus kinase and microtubule interacting protein 3"
"233077_at","NAV2-AS4","NAV2 antisense RNA 4"
"233082_at","ZNF630","zinc finger protein 630"
"233086_at","FAM209A","family with sequence similarity 209 member A"
"233106_at","FRMD6-AS1","FRMD6 antisense RNA 1"
"233110_s_at","BCL2L12","BCL2 like 12"
"233111_at","PTCSC1","papillary thyroid carcinoma susceptibility candidate 1"
"233116_at","ZFP92","ZFP92 zinc finger protein"
"233135_at","LINC01007","long intergenic non-protein coding RNA 1007"
"233136_at","PABPC5","poly(A) binding protein cytoplasmic 5"
"233142_at","LINC01224","long intergenic non-protein coding RNA 1224"
"233143_at","C20orf173","chromosome 20 open reading frame 173"
"233149_at","RPS11P6","ribosomal protein S11 pseudogene 6"
"233150_at","GALNTL5","polypeptide N-acetylgalactosaminyltransferase like 5"
"233151_s_at","TTTY7B","testis expressed transcript, Y-linked 7B"
"233153_at","LOC101930081","uncharacterized LOC101930081"
"233157_x_at","ODAD1","outer dynein arm docking complex subunit 1"
"233158_at","KRT82","keratin 82"
"233159_at","STARD13-AS","STARD13 antisense RNA"
"233160_at","DEFB129","defensin beta 129"
"233162_at","LINC03020","long intergenic non-protein coding RNA 3020"
"233163_at","LOC731157","uncharacterized LOC731157"
"233167_at","SELENOO","selenoprotein O"
"233170_at","LINC00348","long intergenic non-protein coding RNA 348"
"233171_at","GRIN3A","glutamate ionotropic receptor NMDA type subunit 3A"
"233176_at","LINC03014","long intergenic non-protein coding RNA 3014"
"233178_at","TGIF2LY","TGFB induced factor homeobox 2 like Y-linked"
"233190_at","CASC18","cancer susceptibility 18"
"233205_at","KCNMB2-AS1","KCNMB2 antisense RNA 1"
"233217_at","HSPC102","uncharacterized HSPC102"
"233221_at","DEFB118","defensin beta 118"
"233234_at","KCTD16","potassium channel tetramerization domain containing 16"
"233236_at","TSPAN16","tetraspanin 16"
"233237_at","LINC01933","long intergenic non-protein coding RNA 1933"
"233249_at","LINC01798","long intergenic non-protein coding RNA 1798"
"233295_at","VN1R108P","vomeronasal 1 receptor 108 pseudogene"
"233305_at","NECAB1","N-terminal EF-hand calcium binding protein 1"
"233311_at","LOC145845","uncharacterized LOC145845"
"233320_at","TCAM1P","testicular cell adhesion molecule 1, pseudogene"
"233326_at","CCDC39","coiled-coil domain 39 molecular ruler complex subunit"
"233326_at","LOC101928882","uncharacterized LOC101928882"
"233336_at","LOC105378367","uncharacterized LOC105378367"
"233338_at","FAM230B","family with sequence similarity 230 member B"
"233338_at","FAM230J","family with sequence similarity 230 member J"
"233338_at","FAM230D","family with sequence similarity 230 member D"
"233340_at","SPINK13","serine peptidase inhibitor Kazal type 13"
"233342_at","LOC100134040","uncharacterized LOC100134040"
"233343_at","DEFB127","defensin beta 127"
"233344_x_at","WDR97","WD repeat domain 97"
