"PROBEID","SYMBOL","GENENAME"
"218191_s_at","LMBRD1","LMBR1 domain containing 1"
"218192_at","IP6K2","inositol hexakisphosphate kinase 2"
"218193_s_at","GOLT1B","golgi transport 1B"
"218194_at","REXO2","RNA exonuclease 2"
"218195_at","ARMT1","acidic residue methyltransferase 1"
"218196_at","OSTM1","osteoclastogenesis associated transmembrane protein 1"
"218197_s_at","OXR1","oxidation resistance 1"
"218198_at","DHX32","DEAH-box helicase 32 (putative)"
"218199_s_at","NOL6","nucleolar protein 6"
"218200_s_at","NDUFB2","NADH:ubiquinone oxidoreductase subunit B2"
"218202_x_at","MRPL44","mitochondrial ribosomal protein L44"
"218203_at","ALG5","ALG5 dolichyl-phosphate beta-glucosyltransferase"
"218204_s_at","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1"
"218205_s_at","MKNK2","MAPK interacting serine/threonine kinase 2"
"218206_x_at","SCAND1","SCAN domain containing 1"
"218207_s_at","STMN3","stathmin 3"
"218208_at","SLC66A2","solute carrier family 66 member 2"
"218209_s_at","RPRD1A","regulation of nuclear pre-mRNA domain containing 1A"
"218210_at","FN3KRP","fructosamine 3 kinase related protein"
"218211_s_at","MLPH","melanophilin"
"218212_s_at","MOCS2","molybdenum cofactor synthesis 2"
"218213_s_at","TMEM258","transmembrane protein 258"
"218214_at","ATG101","autophagy related 101"
"218215_s_at","NR1H2","nuclear receptor subfamily 1 group H member 2"
"218216_x_at","ARL6IP4","ARF like GTPase 6 interacting protein 4"
"218217_at","SCPEP1","serine carboxypeptidase 1"
"218218_at","APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
"218219_s_at","LANCL2","LanC like glutathione S-transferase 2"
"218220_at","MYG1","MYG1 exonuclease"
"218223_s_at","PLEKHO1","pleckstrin homology domain containing O1"
"218224_at","PNMA1","PNMA family member 1"
"218225_at","ECSIT","ECSIT signaling integrator"
"218226_s_at","NDUFB4","NADH:ubiquinone oxidoreductase subunit B4"
"218227_at","NUBP2","NUBP iron-sulfur cluster assembly factor 2, cytosolic"
"218228_s_at","TNKS2","tankyrase 2"
"218229_s_at","POGK","pogo transposable element derived with KRAB domain"
"218231_at","NAGK","N-acetylglucosamine kinase"
"218232_at","C1QA","complement C1q A chain"
"218233_s_at","PRICKLE4","prickle planar cell polarity protein 4"
"218233_s_at","TOMM6","translocase of outer mitochondrial membrane 6"
"218234_at","ING4","inhibitor of growth family member 4"
"218235_s_at","UTP11","UTP11 small subunit processome component"
"218237_s_at","SLC38A1","solute carrier family 38 member 1"
"218240_at","NKIRAS2","NFKB inhibitor interacting Ras like 2"
"218241_at","GOLGA5","golgin A5"
"218242_s_at","KMT5B","lysine methyltransferase 5B"
"218243_at","RUFY1","RUN and FYVE domain containing 1"
"218244_at","NOL8","nucleolar protein 8"
"218245_at","TSKU","tsukushi, small leucine rich proteoglycan"
"218246_at","MUL1","mitochondrial E3 ubiquitin protein ligase 1"
"218247_s_at","MEX3C","mex-3 RNA binding family member C"
"218248_at","FAM111A","FAM111 trypsin like peptidase A"
"218249_at","ZDHHC6","zinc finger DHHC-type palmitoyltransferase 6"
"218250_s_at","CNOT7","CCR4-NOT transcription complex subunit 7"
"218251_at","MID1IP1","MID1 interacting protein 1"
"218252_at","CKAP2","cytoskeleton associated protein 2"
"218253_s_at","EIF2D","eukaryotic translation initiation factor 2D"
"218254_s_at","SAR1B","secretion associated Ras related GTPase 1B"
"218255_s_at","FBRS","fibrosin"
"218257_s_at","UGGT1","UDP-glucose glycoprotein glucosyltransferase 1"
"218258_at","POLR1D","RNA polymerase I and III subunit D"
"218259_at","MRTFB","myocardin related transcription factor B"
"218260_at","DDA1","DET1 and DDB1 associated 1"
"218261_at","AP1M2","adaptor related protein complex 1 subunit mu 2"
"218263_s_at","ZBED5","zinc finger BED-type containing 5"
"218264_at","BCCIP","BRCA2 and CDKN1A interacting protein"
"218265_at","SECISBP2","SECIS binding protein 2"
"218266_s_at","NCS1","neuronal calcium sensor 1"
"218268_at","TBC1D15","TBC1 domain family member 15"
"218269_at","DROSHA","drosha ribonuclease III"
"218270_at","MRPL24","mitochondrial ribosomal protein L24"
"218271_s_at","PARL","presenilin associated rhomboid like"
"218273_s_at","PDP1","pyruvate dehydrogenase phosphatase catalytic subunit 1"
"218274_s_at","ANKZF1","ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1"
"218275_at","SLC25A10","solute carrier family 25 member 10"
"218276_s_at","SAV1","salvador family WW domain containing protein 1"
"218277_s_at","DHX40","DEAH-box helicase 40"
"218278_at","WDR74","WD repeat domain 74"
"218281_at","MRPL48","mitochondrial ribosomal protein L48"
"218282_at","EDEM2","ER degradation enhancing alpha-mannosidase like protein 2"
"218283_at","SS18L2","SS18 like 2"
"218285_s_at","BDH2","3-hydroxybutyrate dehydrogenase 2"
"218286_s_at","RNF7","ring finger protein 7"
"218287_s_at","AGO1","argonaute RISC component 1"
"218287_s_at","AGO3","argonaute RISC catalytic component 3"
"218288_s_at","CCDC90B","coiled-coil domain containing 90B"
"218289_s_at","UBA5","ubiquitin like modifier activating enzyme 5"
"218290_at","PLEKHJ1","pleckstrin homology domain containing J1"
"218291_at","LAMTOR2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
"218296_x_at","MSTO1","misato mitochondrial distribution and morphology regulator 1"
"218296_x_at","MSTO2P","misato family member 2, pseudogene"
"218297_at","MINDY3","MINDY lysine 48 deubiquitinase 3"
"218298_s_at","DGLUCY","D-glutamate cyclase"
"218299_at","C11orf24","chromosome 11 open reading frame 24"
"218300_at","PAGR1","PAXIP1 associated glutamate rich protein 1"
"218301_at","RNPEPL1","arginyl aminopeptidase like 1"
"218302_at","PSENEN","presenilin enhancer, gamma-secretase subunit"
"218303_x_at","KRCC1","lysine rich coiled-coil 1"
"218304_s_at","OSBPL11","oxysterol binding protein like 11"
"218306_s_at","HERC1","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1"
"218307_at","RSAD1","radical S-adenosyl methionine domain containing 1"
"218308_at","TACC3","transforming acidic coiled-coil containing protein 3"
"218309_at","CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1"
"218310_at","RABGEF1","RAB guanine nucleotide exchange factor 1"
"218311_at","MAP4K3","mitogen-activated protein kinase kinase kinase kinase 3"
"218313_s_at","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7"
"218314_s_at","NKAPD1","NKAP domain containing 1"
"218315_s_at","CDK5RAP1","CDK5 regulatory subunit associated protein 1"
"218316_at","TIMM9","translocase of inner mitochondrial membrane 9"
"218317_x_at","SLX1B","SLX1 homolog B, structure-specific endonuclease subunit"
"218317_x_at","SLX1A","SLX1 homolog A, structure-specific endonuclease subunit"
"218318_s_at","NLK","nemo like kinase"
"218319_at","PELI1","pellino E3 ubiquitin protein ligase 1"
"218320_s_at","NDUFB11","NADH:ubiquinone oxidoreductase subunit B11"
"218321_x_at","STYXL1","serine/threonine/tyrosine interacting like 1"
"218322_s_at","ACSL5","acyl-CoA synthetase long chain family member 5"
"218323_at","RHOT1","ras homolog family member T1"
"218324_s_at","SPATS2","spermatogenesis associated serine rich 2"
"218326_s_at","LGR4","leucine rich repeat containing G protein-coupled receptor 4"
"218327_s_at","SNAP29","synaptosome associated protein 29"
"218328_at","COQ4","coenzyme Q4"
"218329_at","PRDM4","PR/SET domain 4"
"218330_s_at","NAV2","neuron navigator 2"
"218332_at","BEX1","brain expressed X-linked 1"
"218333_at","DERL2","derlin 2"
"218334_at","THOC7","THO complex subunit 7"
"218335_x_at","TNIP2","TNFAIP3 interacting protein 2"
"218336_at","PFDN2","prefoldin subunit 2"
"218337_at","FHIP2B","FHF complex subunit HOOK interacting protein 2B"
"218338_at","PHC1","polyhomeotic homolog 1"
"218339_at","MRPL22","mitochondrial ribosomal protein L22"
"218340_s_at","UBA6","ubiquitin like modifier activating enzyme 6"
"218341_at","PPCS","phosphopantothenoylcysteine synthetase"
"218342_s_at","ERMP1","endoplasmic reticulum metallopeptidase 1"
"218343_s_at","GTF3C3","general transcription factor IIIC subunit 3"
"218344_s_at","RCOR3","REST corepressor 3"
"218345_at","TMEM176A","transmembrane protein 176A"
"218346_s_at","SESN1","sestrin 1"
"218347_at","TYW1","tRNA-yW synthesizing protein 1 homolog"
"218348_s_at","ZC3H7A","zinc finger CCCH-type containing 7A"
"218349_s_at","ZWILCH","zwilch kinetochore protein"
"218350_s_at","GMNN","geminin DNA replication inhibitor"
"218351_at","COMMD8","COMM domain containing 8"
"218352_at","RCBTB1","RCC1 and BTB domain containing protein 1"
"218354_at","TRAPPC2L","trafficking protein particle complex subunit 2L"
"218355_at","KIF4A","kinesin family member 4A"
"218356_at","MRM2","mitochondrial rRNA methyltransferase 2"
"218357_s_at","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B"
"218358_at","CRELD2","cysteine rich with EGF like domains 2"
"218359_at","NRSN2","neurensin 2"
"218361_at","GOLPH3L","golgi phosphoprotein 3 like"
"218363_at","EXD2","exonuclease 3'-5' domain containing 2"
"218364_at","LRRFIP2","LRR binding FLII interacting protein 2"
"218365_s_at","DARS2","aspartyl-tRNA synthetase 2, mitochondrial"
"218366_x_at","METTL17","methyltransferase like 17"
"218367_x_at","USP21","ubiquitin specific peptidase 21"
"218368_s_at","TNFRSF12A","TNF receptor superfamily member 12A"
"218369_s_at","EXOSC1","exosome component 1"
"218370_s_at","S100PBP","S100P binding protein"
"218371_s_at","PSPC1","paraspeckle component 1"
"218372_at","MED9","mediator complex subunit 9"
"218373_at","AKTIP","AKT interacting protein"
"218374_s_at","FERRY3","FERRY endosomal RAB5 effector complex subunit 3"
"218375_at","NUDT9","nudix hydrolase 9"
"218376_s_at","MICAL1","microtubule associated monooxygenase, calponin and LIM domain containing 1"
"218377_s_at","RWDD2B","RWD domain containing 2B"
"218378_s_at","PRKRIP1","PRKR interacting protein 1"
"218378_s_at","LOC100630923","LOC100289561-PRKRIP1 readthrough"
"218379_at","RBM7","RNA binding motif protein 7"
"218380_at","LOC728392","uncharacterized LOC728392"
"218383_at","HAUS4","HAUS augmin like complex subunit 4"
"218384_at","CARHSP1","calcium regulated heat stable protein 1"
"218385_at","MRPS18A","mitochondrial ribosomal protein S18A"
"218386_x_at","USP16","ubiquitin specific peptidase 16"
"218387_s_at","PGLS","6-phosphogluconolactonase"
"218389_s_at","APH1A","aph-1 homolog A, gamma-secretase subunit"
"218390_s_at","FAM204A","family with sequence similarity 204 member A"
"218391_at","SNF8","SNF8 subunit of ESCRT-II"
"218392_x_at","SFXN1","sideroflexin 1"
"218393_s_at","SMU1","SMU1 DNA replication regulator and spliceosomal factor"
"218394_at","ROGDI","rogdi atypical leucine zipper"
"218395_at","ACTR6","actin related protein 6"
"218396_at","VPS13C","vacuolar protein sorting 13 homolog C"
"218397_at","FANCL","FA complementation group L"
"218398_at","MRPS30","mitochondrial ribosomal protein S30"
"218399_s_at","CDCA4","cell division cycle associated 4"
"218400_at","OAS3","2'-5'-oligoadenylate synthetase 3"
"218401_s_at","ZNF281","zinc finger protein 281"
"218402_s_at","HPS4","HPS4 biogenesis of lysosomal organelles complex 3 subunit 2"
"218403_at","TRIAP1","TP53 regulated inhibitor of apoptosis 1"
"218404_at","SNX10","sorting nexin 10"
"218405_at","ABT1","activator of basal transcription 1"
"218408_at","TIMM10","translocase of inner mitochondrial membrane 10"
"218409_s_at","DNAJC1","DnaJ heat shock protein family (Hsp40) member C1"
"218410_s_at","BRICD5","BRICHOS domain containing 5"
"218410_s_at","PGP","phosphoglycolate phosphatase"
"218411_s_at","MBIP","MAP3K12 binding inhibitory protein 1"
"218412_s_at","GTF2IRD1","GTF2I repeat domain containing 1"
"218413_s_at","ZNF639","zinc finger protein 639"
"218414_s_at","NDE1","nudE neurodevelopment protein 1"
"218415_at","VPS33B","VPS33B late endosome and lysosome associated"
"218416_s_at","SLC48A1","solute carrier family 48 member 1"
"218418_s_at","KANK2","KN motif and ankyrin repeat domains 2"
"218419_s_at","TMUB2","transmembrane and ubiquitin like domain containing 2"
"218420_s_at","PROSER1","proline and serine rich 1"
"218421_at","CERK","ceramide kinase"
"218423_x_at","VPS54","VPS54 subunit of GARP complex"
"218424_s_at","STEAP3","STEAP3 metalloreductase"
"218425_at","RNF216","ring finger protein 216"
"218427_at","ENTR1","endosome associated trafficking regulator 1"
"218428_s_at","REV1","REV1 DNA directed polymerase"
"218429_s_at","SHFL","shiftless antiviral inhibitor of ribosomal frameshifting"
"218430_s_at","RFX7","regulatory factor X7"
"218431_at","VIPAS39","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
"218432_at","FBXO3","F-box protein 3"
"218433_at","PANK3","pantothenate kinase 3"
"218434_s_at","AACS","acetoacetyl-CoA synthetase"
"218435_at","DNAJC15","DnaJ heat shock protein family (Hsp40) member C15"
"218436_at","SIL1","SIL1 nucleotide exchange factor"
"218437_s_at","LZTFL1","leucine zipper transcription factor like 1"
"218438_s_at","MED28","mediator complex subunit 28"
"218439_s_at","COMMD10","COMM domain containing 10"
"218440_at","MCCC1","methylcrotonyl-CoA carboxylase subunit 1"
"218441_s_at","RPAP1","RNA polymerase II associated protein 1"
"218442_at","TTC4","tetratricopeptide repeat domain 4"
"218443_s_at","DAZAP1","DAZ associated protein 1"
"218444_at","ALG12","ALG12 alpha-1,6-mannosyltransferase"
"218445_at","MACROH2A2","macroH2A.2 histone"
"218446_s_at","TVP23B","trans-golgi network vesicle protein 23 homolog B"
"218447_at","CMC2","C-X9-C motif containing 2"
"218448_at","GID8","GID complex subunit 8 homolog"
"218449_at","UFSP2","UFM1 specific peptidase 2"
"218450_at","HEBP1","heme binding protein 1"
"218451_at","CDCP1","CUB domain containing protein 1"
"218452_at","SMARCAL1","SNF2 related chromatin remodeling annealing helicase 1"
"218453_s_at","TMEM242","transmembrane protein 242"
"218454_at","PLBD1","phospholipase B domain containing 1"
"218455_at","NFS1","NFS1 cysteine desulfurase"
"218456_at","CAPRIN2","caprin family member 2"
"218457_s_at","DNMT3A","DNA methyltransferase 3 alpha"
"218458_at","GMCL2","germ cell-less 2, spermatogenesis associated"
"218458_at","GMCL1","germ cell-less 1, spermatogenesis associated"
"218459_at","TOR3A","torsin family 3 member A"
"218460_at","DNAAF5","dynein axonemal assembly factor 5"
"218461_at","GPN3","GPN-loop GTPase 3"
"218462_at","RPF1","ribosome production factor 1 homolog"
"218463_s_at","MUS81","MUS81 structure-specific endonuclease subunit"
"218464_s_at","FAM222B","family with sequence similarity 222 member B"
"218465_at","TMEM33","transmembrane protein 33"
"218466_at","TBC1D17","TBC1 domain family member 17"
"218467_at","PSMG2","proteasome assembly chaperone 2"
"218468_s_at","GREM1","gremlin 1, DAN family BMP antagonist"
"218470_at","YARS2","tyrosyl-tRNA synthetase 2"
"218471_s_at","BBS1","Bardet-Biedl syndrome 1"
"218472_s_at","PELO","pelota mRNA surveillance and ribosome rescue factor"
"218473_s_at","COLGALT1","collagen beta(1-O)galactosyltransferase 1"
"218474_s_at","KCTD5","potassium channel tetramerization domain containing 5"
"218475_at","TRMT2A","tRNA methyltransferase 2 homolog A"
"218476_at","POMT1","protein O-mannosyltransferase 1"
"218477_at","TMEM14A","transmembrane protein 14A"
"218478_s_at","ZCCHC8","zinc finger CCHC-type containing 8"
"218479_s_at","XPO4","exportin 4"
"218480_at","AGBL5","AGBL carboxypeptidase 5"
"218481_at","EXOSC5","exosome component 5"
"218482_at","ENY2","ENY2 transcription and export complex 2 subunit"
"218483_s_at","IFT46","intraflagellar transport 46"
"218484_at","NDUFA4L2","NDUFA4 mitochondrial complex associated like 2"
"218485_s_at","SLC35C1","solute carrier family 35 member C1"
"218486_at","KLF11","KLF transcription factor 11"
"218487_at","ALAD","aminolevulinate dehydratase"
"218488_at","EIF2B3","eukaryotic translation initiation factor 2B subunit gamma"
"218490_s_at","ZNF302","zinc finger protein 302"
"218491_s_at","THYN1","thymocyte nuclear protein 1"
"218492_s_at","THAP7","THAP domain containing 7"
"218493_at","SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25"
"218494_s_at","SLC2A4RG","SLC2A4 regulator"
"218495_at","UXT","ubiquitously expressed prefoldin like chaperone"
"218496_at","RNASEH1","ribonuclease H1"
"218498_s_at","ERO1A","endoplasmic reticulum oxidoreductase 1 alpha"
"218499_at","STK26","serine/threonine kinase 26"
"218500_at","THEM6","thioesterase superfamily member 6"
"218501_at","ARHGEF3","Rho guanine nucleotide exchange factor 3"
"218502_s_at","TRPS1","transcriptional repressor GATA binding 1"
"218503_at","FOCAD","focadhesin"
"218504_at","FAHD2A","fumarylacetoacetate hydrolase domain containing 2A"
"218505_at","WDR59","WD repeat domain 59"
"218507_at","HILPDA","hypoxia inducible lipid droplet associated"
"218508_at","DCP1A","decapping mRNA 1A"
"218509_at","PLPPR2","phospholipid phosphatase related 2"
"218511_s_at","PNPO","pyridoxamine 5'-phosphate oxidase"
"218512_at","WDR12","WD repeat domain 12"
"218513_at","TMA16","translation machinery associated 16 homolog"
"218514_at","SMG8","SMG8 nonsense mediated mRNA decay factor"
"218515_at","PAXBP1","PAX3 and PAX7 binding protein 1"
"218516_s_at","BPNT2","3'(2'), 5'-bisphosphate nucleotidase 2"
"218517_at","JADE1","jade family PHD finger 1"
"218518_at","FAM13B","family with sequence similarity 13 member B"
"218519_at","SLC35A5","solute carrier family 35 member A5"
"218520_at","TBK1","TANK binding kinase 1"
"218521_s_at","UBE2W","ubiquitin conjugating enzyme E2 W"
"218522_s_at","MAP1S","microtubule associated protein 1S"
"218523_at","LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase"
"218524_at","E4F1","E4F transcription factor 1"
"218525_s_at","HIF1AN","hypoxia inducible factor 1 subunit alpha inhibitor"
"218526_s_at","RANGRF","RAN guanine nucleotide release factor"
"218527_at","APTX","aprataxin"
"218528_s_at","RNF38","ring finger protein 38"
"218529_at","CD320","CD320 molecule"
"218530_at","FHOD1","formin homology 2 domain containing 1"
"218531_at","TMEM134","transmembrane protein 134"
"218533_s_at","UCKL1","uridine-cytidine kinase 1 like 1"
"218535_s_at","RIOK2","RIO kinase 2"
"218536_at","MRS2","magnesium transporter MRS2"
"218537_at","HCFC1R1","host cell factor C1 regulator 1"
"218539_at","FBXO34","F-box protein 34"
"218540_at","THTPA","thiamine triphosphatase"
"218541_s_at","TCIM","transcriptional and immune response regulator"
"218542_at","CEP55","centrosomal protein 55"
"218543_s_at","PARP12","poly(ADP-ribose) polymerase family member 12"
"218544_s_at","RCL1","RNA terminal phosphate cyclase like 1"
"218545_at","CCDC91","coiled-coil domain containing 91"
"218546_at","C1orf115","chromosome 1 open reading frame 115"
"218547_at","DHDDS","dehydrodolichyl diphosphate synthase subunit"
"218548_x_at","TEX264","testis expressed 264, ER-phagy receptor"
"218549_s_at","RMDN1","regulator of microtubule dynamics 1"
"218550_s_at","LRRC20","leucine rich repeat containing 20"
"218551_at","MIIP","migration and invasion inhibitory protein"
"218552_at","ECHDC2","enoyl-CoA hydratase domain containing 2"
"218553_s_at","KCTD15","potassium channel tetramerization domain containing 15"
"218554_s_at","ASH1L","ASH1 like histone lysine methyltransferase"
"218555_at","ANAPC2","anaphase promoting complex subunit 2"
"218556_at","ORMDL2","ORMDL sphingolipid biosynthesis regulator 2"
"218557_at","NIT2","nitrilase family member 2"
"218558_s_at","MRPL39","mitochondrial ribosomal protein L39"
"218559_s_at","MAFB","MAF bZIP transcription factor B"
"218560_s_at","JMJD4","jumonji domain containing 4"
"218561_s_at","LYRM4","LYR motif containing 4"
"218562_s_at","MACO1","macoilin 1"
"218563_at","NDUFA3","NADH:ubiquinone oxidoreductase subunit A3"
"218564_at","RFWD3","ring finger and WD repeat domain 3"
"218565_at","SPOUT1","SPOUT domain containing methyltransferase 1"
"218566_s_at","CHORDC1","cysteine and histidine rich domain containing 1"
"218567_x_at","DPP3","dipeptidyl peptidase 3"
"218568_at","AGK","acylglycerol kinase"
"218569_s_at","KBTBD4","kelch repeat and BTB domain containing 4"
"218571_s_at","CHMP4A","charged multivesicular body protein 4A"
"218573_at","MAGEH1","MAGE family member H1"
"218574_s_at","LMCD1","LIM and cysteine rich domains 1"
"218575_at","ANAPC1","anaphase promoting complex subunit 1"
"218575_at","LOC102724642","anaphase-promoting complex subunit 1-like"
"218576_s_at","DUSP12","dual specificity phosphatase 12"
"218578_at","CDC73","cell division cycle 73"
"218579_s_at","DHX35","DEAH-box helicase 35"
"218580_x_at","AURKAIP1","aurora kinase A interacting protein 1"
"218581_at","ABHD4","abhydrolase domain containing 4, N-acyl phospholipase B"
"218582_at","MARCHF5","membrane associated ring-CH-type finger 5"
"218583_s_at","DCUN1D1","defective in cullin neddylation 1 domain containing 1"
"218584_at","TCTN1","tectonic family member 1"
"218585_s_at","DTL","denticleless E3 ubiquitin protein ligase homolog"
"218586_at","MRGBP","MRG domain binding protein"
"218587_s_at","POGLUT1","protein O-glucosyltransferase 1"
"218588_s_at","FAM114A2","family with sequence similarity 114 member A2"
"218589_at","LPAR6","lysophosphatidic acid receptor 6"
"218590_at","TWNK","twinkle mtDNA helicase"
"218591_s_at","NOL10","nucleolar protein 10"
"218592_s_at","HDHD5","haloacid dehalogenase like hydrolase domain containing 5"
"218593_at","RBM28","RNA binding motif protein 28"
"218594_at","HEATR1","HEAT repeat containing 1"
"218596_at","TBC1D13","TBC1 domain family member 13"
"218597_s_at","CISD1","CDGSH iron sulfur domain 1"
"218598_at","RINT1","RAD50 interactor 1"
"218599_at","REC8","REC8 meiotic recombination protein"
"218600_at","LIMD2","LIM domain containing 2"
"218601_at","URGCP","upregulator of cell proliferation"
"218602_s_at","HAUS6","HAUS augmin like complex subunit 6"
"218603_at","HECA","hdc homolog, cell cycle regulator"
"218604_at","LEMD3","LEM domain containing 3"
"218605_at","TFB2M","transcription factor B2, mitochondrial"
"218606_at","ZDHHC7","zinc finger DHHC-type palmitoyltransferase 7"
"218607_s_at","SDAD1","SDA1 domain containing 1"
"218608_at","ATP13A2","ATPase cation transporting 13A2"
"218609_s_at","NUDT2","nudix hydrolase 2"
"218610_s_at","CPPED1","calcineurin like phosphoesterase domain containing 1"
"218611_at","IER5","immediate early response 5"
"218612_s_at","TSSC4","tumor suppressing subtransferable candidate 4"
"218614_at","RESF1","retroelement silencing factor 1"
"218615_s_at","TMEM39A","transmembrane protein 39A"
"218616_at","INTS12","integrator complex subunit 12"
"218617_at","TRIT1","tRNA isopentenyltransferase 1"
"218618_s_at","FNDC3B","fibronectin type III domain containing 3B"
"218619_s_at","SUV39H1","SUV39H1 histone lysine methyltransferase"
"218620_s_at","HEMK1","HemK methyltransferase family member 1"
"218622_at","NUP37","nucleoporin 37"
"218623_at","NSG2","neuronal vesicle trafficking associated 2"
"218624_s_at","CENPBD2P","CENPB DNA-binding domains containing 2, pseudogene"
"218625_at","NRN1","neuritin 1"
"218626_at","EIF4ENIF1","eukaryotic translation initiation factor 4E nuclear import factor 1"
"218627_at","DRAM1","DNA damage regulated autophagy modulator 1"
"218628_at","WASHC3","WASH complex subunit 3"
"218629_at","SMO","smoothened, frizzled class receptor"
"218630_at","MKS1","MKS transition zone complex subunit 1"
"218631_at","AVPI1","arginine vasopressin induced 1"
"218632_at","HECTD3","HECT domain E3 ubiquitin protein ligase 3"
"218633_x_at","ABHD10","abhydrolase domain containing 10, depalmitoylase"
"218634_at","PHLDA3","pleckstrin homology like domain family A member 3"
"218636_s_at","MAN1B1","mannosidase alpha class 1B member 1"
"218637_at","IMPACT","impact RWD domain protein"
"218638_s_at","SPON2","spondin 2"
"218639_s_at","ZXDC","ZXD family zinc finger C"
"218640_s_at","PLEKHF2","pleckstrin homology and FYVE domain containing 2"
"218641_at","ZFTA","zinc finger translocation associated"
"218642_s_at","CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7"
"218643_s_at","CRIPT","CXXC repeat containing interactor of PDZ3 domain"
"218644_at","PLEK2","pleckstrin 2"
"218646_at","HPF1","histone PARylation factor 1"
"218647_s_at","YRDC","yrdC N6-threonylcarbamoyltransferase domain containing"
"218648_at","CRTC3","CREB regulated transcription coactivator 3"
"218649_x_at","NEMF","nuclear export mediator factor"
"218650_at","DGCR8","DGCR8 microprocessor complex subunit"
"218651_s_at","LARP6","La ribonucleoprotein 6, translational regulator"
"218652_s_at","PIGG","phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group)"
"218653_at","SLC25A15","solute carrier family 25 member 15"
"218654_s_at","MRPS33","mitochondrial ribosomal protein S33"
"218655_s_at","CWC25","CWC25 spliceosome associated protein homolog"
"218656_s_at","LHFPL6","LHFPL tetraspan subfamily member 6"
"218657_at","RAPGEFL1","Rap guanine nucleotide exchange factor like 1"
"218658_s_at","ACTR8","actin related protein 8"
"218659_at","ASXL2","ASXL transcriptional regulator 2"
"218660_at","DYSF","dysferlin"
"218661_at","NAA60","N-alpha-acetyltransferase 60, NatF catalytic subunit"
"218662_s_at","NCAPG","non-SMC condensin I complex subunit G"
"218664_at","MECR","mitochondrial trans-2-enoyl-CoA reductase"
"218665_at","FZD4","frizzled class receptor 4"
"218666_s_at","STX17","syntaxin 17"
"218667_at","PJA1","praja ring finger ubiquitin ligase 1"
"218668_s_at","RAP2C","RAP2C, member of RAS oncogene family"
"218670_at","PUS1","pseudouridine synthase 1"
"218671_s_at","ATP5IF1","ATP synthase inhibitory factor subunit 1"
"218672_at","SCNM1","sodium channel modifier 1"
"218672_at","TNFAIP8L2-SCNM1","TNFAIP8L2-SCNM1 readthrough"
"218673_s_at","ATG7","autophagy related 7"
"218674_at","TRAPPC13","trafficking protein particle complex subunit 13"
"218675_at","SLC22A17","solute carrier family 22 member 17"
"218676_s_at","PCTP","phosphatidylcholine transfer protein"
"218677_at","S100A14","S100 calcium binding protein A14"
"218678_at","NES","nestin"
"218679_s_at","VPS28","VPS28 subunit of ESCRT-I"
"218680_x_at","HYPK","huntingtin interacting protein K"
"218680_x_at","SERF2-C15ORF63","SERF2-C15orf63 readthrough"
"218681_s_at","SDF2L1","stromal cell derived factor 2 like 1"
"218682_s_at","SLC4A1AP","solute carrier family 4 member 1 adaptor protein"
"218683_at","PTBP2","polypyrimidine tract binding protein 2"
"218684_at","LRRC8D","leucine rich repeat containing 8 VRAC subunit D"
"218685_s_at","SMUG1","single-strand-selective monofunctional uracil-DNA glycosylase 1"
"218686_s_at","RHBDF1","rhomboid 5 homolog 1"
"218687_s_at","MUC13","mucin 13, cell surface associated"
"218688_at","TKFC","triokinase and FMN cyclase"
"218689_at","FANCF","FA complementation group F"
"218692_at","SYBU","syntabulin"
"218693_at","TSPAN15","tetraspanin 15"
"218694_at","ARMCX1","armadillo repeat containing X-linked 1"
"218695_at","EXOSC4","exosome component 4"
"218696_at","EIF2AK3","eukaryotic translation initiation factor 2 alpha kinase 3"
"218698_at","APIP","APAF1 interacting protein"
"218699_at","RAB29","RAB29, member RAS oncogene family"
"218701_at","LACTB2","lactamase beta 2"
"218702_at","SARS2","seryl-tRNA synthetase 2, mitochondrial"
"218703_at","SEC22A","SEC22 homolog A, vesicle trafficking protein"
"218704_at","RNF43","ring finger protein 43"
"218705_s_at","SNX24","sorting nexin 24"
"218706_s_at","GRAMD2B","GRAM domain containing 2B"
"218707_at","ZNF444","zinc finger protein 444"
"218708_at","NXT1","nuclear transport factor 2 like export factor 1"
"218709_s_at","IFT52","intraflagellar transport 52"
"218710_at","TTC27","tetratricopeptide repeat domain 27"
"218711_s_at","CAVIN2","caveolae associated protein 2"
"218712_at","AIRIM","AFG2 interacting ribosome maturation factor"
"218713_at","ICE2","interactor of little elongation complex ELL subunit 2"
"218714_at","PRR14","proline rich 14"
"218715_at","UTP6","UTP6 small subunit processome component"
"218716_x_at","MTO1","mitochondrial tRNA translation optimization 1"
